11:07:41.126 (-0.7492925178015267, -0.31415927400000004, -0.9190291230076337, -6.794744311523437, -8.683769421386717, 1.0606313354492187)
11:07:41.130 (-0.7178499441526718, -0.37437979641221375, -0.811911202610687, -6.739677673339843, -8.882488159179687, 1.1085153686523437)
11:07:41.135 (-0.666156221374046, -0.4143491696946565, -0.6869402954809162, -6.72291826171875, -9.18655177001953, 0.9959878906249999)
11:07:41.138 (-0.5875497872519085, -0.4481899057404581, -0.58648393729771, -6.696582043457031, -9.428366137695312, 0.9121908325195311)
11:07:41.142 (-0.507611040687023, -0.46391119256488556, -0.5225329400458016, -6.756437084960937, -9.344569079589844, 0.9457096557617187)
11:07:41.145 (-0.44312711845801533, -0.47803370445801535, -0.470572754778626, -6.974309436035155, -9.251195214843749, 0.9337386474609375)
11:07:41.148 (-0.3767779588091604, -0.4913568288854962, -0.40928638241221377, -7.1778165771484375, -9.229647399902344, 0.9074024291992187)
11:07:41.151 (-0.31122818662595425, -0.5036141033587787, -0.33734151050381683, -7.275978845214843, -9.14824454345703, 0.8116343627929687)
11:07:41.155 (-0.25313936412213744, -0.4985513160763359, -0.25900153887022903, -7.242460021972656, -8.978256225585938, 0.7517793212890624)
11:07:41.158 (-0.21423584079389316, -0.48682696658015273, -0.19078714180152673, -7.292738256835937, -8.623914379882812, 0.6655880615234374)
11:07:41.161 (-0.16867075525190842, -0.46018071772519087, -0.08526799633587788, -7.201758593749999, -8.288726147460936, 0.6344634399414062)
11:07:41.164 (-0.13456355671755726, -0.4156814821374046, 0.027978561297709925, -7.161057165527343, -8.17141026611328, 0.5434837768554687)
11:07:41.168 (-0.10951608279389315, -0.3829065960458016, 0.11830934491603054, -7.134720947265625, -8.013392956542969, 0.4381389038085937)
11:07:41.171 (-0.08286983393893131, -0.3408055228549619, 0.24168147711450386, -7.038952880859375, -7.8170684204101555, 0.34237083740234375)
11:07:41.174 (-0.06181929734351146, -0.29710567473282445, 0.3517304848854962, -6.962338427734375, -7.800309008789062, 0.3495534423828125)
11:07:41.177 (-0.04076876074809161, -0.26033385131297715, 0.4212771943969466, -6.624755993652343, -7.632714892578124, 0.38786066894531246)
11:07:41.180 (-0.02238284903816794, -0.22569372780152674, 0.49535376621374055, -6.253654736328125, -7.426813549804687, 0.5291185668945312)
11:07:41.184 (-0.011724349496183208, -0.18439204207633592, 0.5534425887175572, -5.839457849121094, -7.410054138183593, 0.5770026000976562)
11:07:41.187 (-0.003730474839694657, -0.15321593091603056, 0.5806217625496184, -5.446808776855469, -7.3837179199218745, 0.7038952880859375)
11:07:41.190 (0.002398162396946565, -0.1204410448244275, 0.6024716866106871, -5.190629199218749, -7.472303381347656, 0.7589619262695312)
11:07:41.193 (0.01279019945038168, -0.09832465827480917, 0.6109984862442749, -5.011064074707031, -7.414842541503906, 0.7158662963867187)
11:07:41.197 (0.029044411251908403, -0.07967228407633588, 0.6096661738015268, -4.898536596679687, -7.371746911621093, 0.6751648681640625)
11:07:41.200 (0.05569066010687024, -0.069813172, 0.615794811038168, -4.838681555175781, -7.307103466796875, 0.5722141967773438)
11:07:41.203 (0.09059724610687023, -0.0695467095114504, 0.6256539231145039, -4.759672900390624, -7.304709265136719, 0.5530605834960938)
11:07:41.206 (0.1175099574503817, -0.07354364683969467, 0.6296508604427482, -4.704606262207031, -7.240065820312499, 0.6703764648437499)
11:07:41.210 (0.15534763082442749, -0.08100459651908397, 0.6365788851450382, -4.774038110351563, -7.0844427124023435, 0.6344634399414062)
11:07:41.213 (0.1870566669618321, -0.09326187099236641, 0.6499020095725191, -4.678270043945313, -6.9910688476562495, 0.6703764648437499)
11:07:41.216 (0.22302910291603056, -0.10738438288549619, 0.6536324844122139, -4.637568615722656, -7.012616662597656, 0.70868369140625)
11:07:41.220 (0.2411485521374046, -0.12577029459541986, 0.6602940466259543, -4.671087438964843, -6.986280444335937, 0.7038952880859375)
11:07:41.223 (0.2773874505801527, -0.14708729367938933, 0.6706860836793893, -4.671087438964843, -6.995857250976562, 0.6847416748046875)
11:07:41.226 (0.31389281151145043, -0.15801225570992367, 0.6554977218320612, -4.651933825683593, -6.945579016113281, 0.6368576416015624)
11:07:41.229 (0.34480246018320615, -0.1700030676946565, 0.6483032346412214, -4.752490295410156, -6.737283471679687, 0.6081272216796875)
11:07:41.233 (0.38850230830534355, -0.18385911709923664, 0.6245880731603054, -4.771643908691406, -6.5026517089843745, 0.5363011718749999)
11:07:41.236 (0.4212771943969466, -0.18545789203053437, 0.5974088993282443, -4.841075756835937, -6.268019946289062, 0.51714755859375)
11:07:41.239 (0.4500551431603054, -0.18439204207633592, 0.5734272753587787, -4.802768530273437, -5.942408520507812, 0.373495458984375)
11:07:41.242 (0.47989894187786264, -0.18199387967938932, 0.5318591271450381, -4.766855505371093, -5.659892724609374, 0.29448680419921874)
11:07:41.245 (0.5118744405038169, -0.15135069349618321, 0.4788330919236642, -4.762067102050781, -5.614402893066406, 0.22266075439453123)
11:07:41.249 (0.5379877643816794, -0.12736906952671756, 0.44072895606106877, -4.7117888671875, -5.702988354492187, 0.1149216796875)
11:07:41.252 (0.5723614254045802, -0.08153752149618322, 0.41221746978625956, -4.786009118652344, -5.942408520507812, 0.1484405029296875)
11:07:41.255 (0.6003399867022902, -0.039169985816793894, 0.3999601953129771, -4.817133740234374, -6.150704064941406, 0.12210428466796874)
11:07:41.258 (0.6299173229312978, -0.0034640123511450386, 0.4114180823206107, -4.790797521972656, -6.555324145507812, 0.16041151123046873)
11:07:41.261 (0.6621592840458015, 0.04396631061068702, 0.44952221818320615, -4.924872814941406, -6.777984899902344, 0.18914193115234373)
11:07:41.265 (0.6698866962137405, 0.07674119670229008, 0.49055744141984736, -4.991910461425781, -6.8976949829101555, 0.22266075439453123)
11:07:41.268 (0.6816110457099238, 0.1220398197557252, 0.5603706134198474, -5.035006091308594, -6.912060192871094, 0.36631285400390623)
11:07:41.271 (0.6570964967633588, 0.15854518068702292, 0.6253874606259542, -5.216965417480468, -6.734889270019531, 0.430956298828125)
11:07:41.274 (0.6357794976793893, 0.18918836687022905, 0.6658897588854963, -5.456385583496093, -6.581660363769531, 0.6296750366210937)
11:07:41.277 (0.5792894501068703, 0.22729250273282445, 0.6962664825801528, -5.762843395996094, -6.361393811035156, 0.8212111694335937)
11:07:41.281 (0.5172036902748093, 0.2749892881832061, 0.6962664825801528, -5.966350537109375, -6.296750366210937, 0.9241618408203125)
11:07:41.284 (0.46204595514503816, 0.3058989368549619, 0.6834762831297712, -6.110002636718749, -6.4739212890625, 1.0893617553710937)
11:07:41.287 (0.3972955704274809, 0.35759265963358783, 0.6704196211908398, -6.196193896484375, -6.610390783691406, 1.2425906616210938)
11:07:41.291 (0.3338774981526718, 0.4034242076641222, 0.6736171710534352, -6.366182214355469, -6.794744311523437, 1.3407529296874998)
11:07:41.294 (0.2915099624732825, 0.437797868687023, 0.7029280447938933, -6.5505357421875, -6.845022546386718, 1.608903515625)
11:07:41.297 (0.2542052140763359, 0.4612465676793894, 0.7564870049923664, -6.734889270019531, -6.8210805297851556, 1.7286135986328124)
11:07:41.301 (0.2339540649465649, 0.4617794926564886, 0.8092465777251909, -7.129932543945312, -7.038952880859375, 1.889025109863281)
11:07:41.304 (0.23581930236641221, 0.4521868430687023, 0.8851883869618321, -7.577648254394531, -7.338228088378906, 1.924938134765625)
11:07:41.307 (0.24781011435114506, 0.43007045651908404, 0.9552680214503817, -7.824251025390624, -7.5345526245117185, 2.0829554443359375)
11:07:41.310 (0.2669954135267176, 0.3948974080305344, 1.0112251440458015, -8.264784130859374, -7.572859851074218, 2.3487118286132813)
11:07:41.313 (0.2955068998015268, 0.3341439606412214, 1.0845023283969466, -8.492233288574218, -7.64229169921875, 2.616862414550781)
11:07:41.317 (0.3269494734503817, 0.27285758827480916, 1.150585025557252, -8.511386901855468, -7.651868505859374, 2.935291235351562)
11:07:41.320 (0.34453599769465654, 0.23555283987786263, 1.1900214738625956, -8.571241943359375, -7.592013464355468, 3.1555577880859373)
11:07:41.323 (0.3589249720763359, 0.18359265461068705, 1.219065885114504, -8.403647827148436, -7.6087728759765625, 3.402160559082031)
11:07:41.326 (0.36691884673282443, 0.1494854560763359, 1.2180000351603055, -8.180987072753906, -7.587225061035156, 3.4811692138671875)
11:07:41.330 (0.360257284519084, 0.1292343069465649, 1.1996141234503819, -7.845798840332031, -7.654262707519531, 3.3542765258789062)
11:07:41.333 (0.36185605945038174, 0.10871669532824428, 1.1553813503511452, -7.429207751464843, -7.8529814453124995, 3.162740393066406)
11:07:41.336 (0.3541286472824428, 0.1001898956946565, 1.1023553151297711, -7.005434057617187, -7.936778503417968, 2.9759926635742184)
11:07:41.339 (0.34480246018320615, 0.09459418343511453, 1.0466646550229008, -6.610390783691406, -8.106766821289062, 2.7557261108398436)
11:07:41.342 (0.32455131105343515, 0.08873200868702291, 0.9875099825648856, -6.282385156249999, -8.185775476074218, 2.4301146850585935)
11:07:41.346 (0.3058989368549619, 0.0740765718167939, 0.9344839473435115, -6.119579443359375, -8.288726147460936, 2.243366955566406)
11:07:41.349 (0.2776539130687023, 0.05595712259541985, 0.8665360127633588, -5.961562133789062, -8.305485559082031, 2.1260510742187497)
11:07:41.352 (0.235286377389313, 0.01945176166412214, 0.7935252909007635, -5.9017070922851556, -8.319850769042969, 2.1068974609374997)
11:07:41.355 (0.2017121038320611, -0.007194487190839696, 0.7391669432366413, -5.9950809570312495, -8.36294639892578, 2.2002713256835937)
11:07:41.358 (0.15641348077862596, -0.03810413586259542, 0.6704196211908398, -6.021417175292968, -8.456320263671875, 2.2936451904296873)
11:07:41.362 (0.10818377035114506, -0.06421745974045802, 0.6016722991450383, -6.110002636718749, -8.494627490234375, 2.4516625)
11:07:41.365 (0.07141194693129771, -0.08446860887022901, 0.5441164016183206, -6.042964990234375, -8.623914379882812, 2.6503812377929687)
11:07:41.368 (0.01945176166412214, -0.09486064592366414, 0.4545850054656489, -6.114791040039062, -8.80347950439453, 2.9472622436523435)
11:07:41.371 (-0.021583461572519086, -0.0858009213129771, 0.340006135389313, -6.110002636718749, -8.858546142578124, 3.0334535034179684)
11:07:41.374 (-0.06181929734351146, -0.07087902195419848, 0.2526064391450382, -6.335057592773437, -9.05965908203125, 2.9831752685546875)
11:07:41.378 (-0.09379479596946566, -0.04689739798473283, 0.11857580740458017, -6.476315490722656, -9.129090930175781, 2.9927520751953125)
11:07:41.381 (-0.11511179505343513, -0.023448698992366415, 0.027978561297709925, -6.6893994384765625, -9.191340173339842, 2.896984008789062)
11:07:41.384 (-0.14149158141984733, 0.0061286372366412215, -0.07167840941984734, -6.8785413696289055, -9.102754711914063, 2.5665841796874997)
11:07:41.387 (-0.16733844280916033, 0.032774886091603055, -0.15055130603053438, -6.964732629394531, -9.04050546875, 2.461239306640625)
11:07:41.390 (-0.17852986732824427, 0.05702297254961833, -0.20437672871755727, -7.165845568847656, -8.963891015625, 1.9895815795898437)
11:07:41.394 (-0.18945482935877864, 0.07780704665648856, -0.2411485521374046, -7.122749938964843, -8.765172277832031, 1.6735469604492186)
11:07:41.397 (-0.18758959193893132, 0.10072282067175574, -0.2688606509465649, -7.137115148925781, -8.722076647949219, 1.426944189453125)
11:07:41.400 (-0.18252680465648854, 0.12337213219847329, -0.28298316283969466, -7.1203557373046875, -8.595183959960938, 1.189918225097656)
11:07:41.403 (-0.17773047986259544, 0.13856049404580154, -0.2963062872671756, -7.0461354858398435, -8.530540515136718, 1.1013327636718748)
11:07:41.407 (-0.17053599267175576, 0.15614701829007635, -0.29870444966412213, -6.842628344726562, -8.382100012207031, 1.0007762939453124)
11:07:41.410 (-0.15614701829007635, 0.1684042927633588, -0.30323431196946565, -6.675034228515624, -8.391676818847655, 0.9409212524414062)
11:07:41.413 (-0.1465543687022901, 0.17613170493129773, -0.2997702996183207, -6.406883642578125, -8.269572534179687, 1.0893617553710937)
11:07:41.416 (-0.14122511893129774, 0.18359265461068705, -0.3019019995267176, -6.193799694824218, -8.075642199707032, 1.3144167114257812)
11:07:41.420 (-0.11564472003053436, 0.18252680465648854, -0.30509954938931305, -5.932831713867187, -7.994239343261718, 1.5897499023437498)
11:07:41.423 (-0.1076508453740458, 0.1859908170076336, -0.3157580489312978, -5.6574985229492185, -7.936778503417968, 1.8315642700195311)
11:07:41.426 (-0.0929954085038168, 0.19584992908396948, -0.3413384478320611, -5.5258174316406246, -7.900865478515625, 2.123656872558594)
11:07:41.429 (-0.07887289661068704, 0.1934517666870229, -0.38130782111450384, -5.461173986816406, -7.905653881835937, 2.3343466186523436)
11:07:41.432 (-0.06768147209160305, 0.20277795378625957, -0.42047780693129777, -5.511452221679687, -8.010998754882811, 2.5163059448242184)
11:07:41.436 (-0.05302603522137405, 0.19958040392366413, -0.47936601690076336, -5.834669445800781, -8.080430603027343, 2.5330653564453125)
11:07:41.439 (-0.04423277309923664, 0.19132006677862595, -0.5196018526717557, -6.1459156616210935, -8.145074047851562, 2.5378537597656248)
11:07:41.442 (-0.03810413586259542, 0.16733844280916033, -0.5638346257709924, -6.567295153808593, -8.190563879394531, 2.3965958618164063)
11:07:41.445 (-0.02558039890076336, 0.13429709422900765, -0.5896814871603054, -6.864176159667968, -8.188169677734374, 2.3582886352539063)
11:07:41.449 (-0.017852986732824427, 0.10152220813740459, -0.6022052241221375, -7.184999182128906, -8.0828248046875, 2.205059729003906)
11:07:41.452 (-0.010658499541984735, 0.06155283485496184, -0.5803553000610688, -7.513004809570312, -7.9104422851562495, 2.085349645996094)
11:07:41.455 (-0.01945176166412214, 0.022649311526717557, -0.540385926778626, -7.594407666015624, -7.7787611938476555, 2.059013427734375)
11:07:41.458 (-0.016787136778625956, -0.00799387465648855, -0.5017488659389313, -7.723694555664062, -7.436390356445312, 2.0661960327148434)
11:07:41.461 (-0.02637978636641222, -0.04876263540458016, -0.4479234432519084, -7.60398447265625, -7.117961535644531, 2.1739351074218747)
11:07:41.465 (-0.04103522323664122, -0.07727412167938932, -0.39889434535877866, -7.589619262695312, -6.8593877563476555, 2.185906115722656)
11:07:41.468 (-0.06288514729770993, -0.08846554619847329, -0.37464625890076336, -7.5537062377929685, -6.562506750488281, 2.1978771240234374)
11:07:41.471 (-0.09406125845801527, -0.09832465827480917, -0.3554609597251909, -7.606378674316406, -6.476315490722656, 2.1883003173828124)
11:07:41.474 (-0.11884226989312979, -0.11164778270229009, -0.33494334810687026, -7.745242370605468, -6.423643054199219, 2.1308394775390624)
11:07:41.477 (-0.15907810566412217, -0.12710260703816795, -0.31362634902290076, -7.8553756469726554, -6.433219860839843, 2.142810485839844)
11:07:41.481 (-0.19824809148091604, -0.15854518068702292, -0.2955068998015268, -7.905653881835937, -6.667851623535156, 2.152387292480469)
11:07:41.484 (-0.21743339065648856, -0.17453293000000003, -0.2885788750992367, -7.675810522460937, -6.988674645996094, 2.1356278808593747)
11:07:41.487 (-0.23715161480916033, -0.19265237922137407, -0.28644717519083973, -7.536946826171874, -7.000645654296875, 2.250549560546875)
11:07:41.490 (-0.25766922642748097, -0.20464319120610688, -0.299503837129771, -7.429207751464843, -7.0102224609374995, 2.3487118286132813)
11:07:41.493 (-0.27392343822900767, -0.20677489111450384, -0.31549158644274816, -7.326257080078125, -7.055712292480468, 2.4061726684570313)
11:07:41.497 (-0.29044411251908403, -0.20810720355725193, -0.3402725978778626, -7.4603323730468745, -7.074865905761718, 2.6431986328124997)
11:07:41.500 (-0.3122940365801527, -0.2176998531450382, -0.3453353851603054, -7.50821640625, -7.180210778808593, 2.616862414550781)
11:07:41.503 (-0.33361103566412215, -0.22675957775572522, -0.3458683101374046, -7.556100439453124, -7.192181787109375, 2.592920397949219)
11:07:41.506 (-0.3541286472824428, -0.2411485521374046, -0.334410423129771, -7.474697583007812, -7.163451367187499, 2.5641899780273434)
11:07:41.510 (-0.3829065960458016, -0.24860950181679392, -0.3189555987938931, -7.261613635253906, -7.268796240234375, 2.4851813232421875)
11:07:41.513 (-0.40289128268702296, -0.24647780190839697, -0.31442573648854966, -7.086836914062499, -7.436390356445312, 2.308010400390625)
11:07:41.516 (-0.43619909375572524, -0.24141501462595422, -0.30030322459541986, -6.885723974609375, -7.671022119140624, 2.1212626708984375)
11:07:41.520 (-0.4636447300763359, -0.22915774015267176, -0.28991118754198475, -6.629544396972656, -7.747636572265624, 1.9608511596679685)
11:07:41.523 (-0.4812312543206107, -0.2075742785801527, -0.28991118754198475, -6.306327172851562, -7.563283044433593, 1.867477294921875)
11:07:41.526 (-0.49029097893129775, -0.17373354253435117, -0.29843798717557257, -6.042964990234375, -7.331045483398437, 1.6735469604492186)
11:07:41.529 (-0.49881777856488557, -0.12390505717557253, -0.32241961114503814, -5.896918688964844, -7.321468676757812, 1.3192051147460937)
11:07:41.532 (-0.4846952666717557, -0.06928024702290077, -0.3442695352061069, -5.760449194335937, -7.218518005371093, 1.1037269653320312)
11:07:41.536 (-0.45804901781679397, -0.031709036137404584, -0.3605237470076336, -5.853823059082031, -7.357381701660156, 0.7829039428710937)
11:07:41.539 (-0.40155897024427484, 0.01119142451908397, -0.3727810214809161, -5.853823059082031, -7.417236743164062, 0.6105214233398437)
11:07:41.542 (-0.3240183860763359, 0.03650536093129771, -0.36878408415267183, -5.932831713867187, -7.4579381713867186, 0.4740519287109375)
11:07:41.545 (-0.249941814259542, 0.042367535679389313, -0.35093109741984735, -6.074089611816406, -7.321468676757812, 0.4070142822265625)
11:07:41.548 (-0.14735375616793894, 0.04982848535877863, -0.3013690745496183, -6.490680700683593, -7.0078282592773435, 0.4908113403320312)
11:07:41.552 (-0.05862174748091603, 0.05835528499236642, -0.24487902697709926, -6.660669018554687, -6.777984899902344, 0.5147533569335937)
11:07:41.555 (-0.007460949679389314, 0.06155283485496184, -0.19531700410687025, -7.041347082519531, -6.339845996093749, 0.5746083984375)
11:07:41.558 (0.04076876074809161, 0.06714854711450383, -0.12950076943511452, -7.4411787597656245, -6.189011291503906, 0.7278373046875)
11:07:41.561 (0.0450321605648855, 0.07620827172519085, -0.06475038471755726, -7.721300354003906, -6.0333881835937495, 0.8188169677734375)
11:07:41.564 (0.032774886091603055, 0.08766615873282443, 0.04290046065648855, -8.259995727539062, -6.098031628417968, 0.8164227661132812)
11:07:41.568 (-0.018652374198473286, 0.090064321129771, 0.16680551783206107, -8.777143286132812, -6.069301208496094, 0.8499415893554687)
11:07:41.571 (-0.07354364683969467, 0.08340275891603054, 0.25500460154198473, -9.1554271484375, -6.1650692749023435, 0.8595183959960937)
11:07:41.574 (-0.14282389386259542, 0.062352222320610697, 0.37171517152671757, -9.349357482910156, -6.5218053222656245, 0.7493851196289062)
11:07:41.577 (-0.19398469166412216, 0.02131699908396947, 0.47297091717557255, -9.315838659667968, -6.8593877563476555, 0.6464344482421874)
11:07:41.581 (-0.23208882752671758, -0.009326187099236643, 0.5385206893587787, -8.978256225585938, -7.218518005371093, 0.5626373901367188)
11:07:41.584 (-0.2454119519541985, -0.05728943503816794, 0.6181929734351146, -8.619125976562499, -7.570465649414062, 0.6416460449218749)
11:07:41.587 (-0.24594487693129774, -0.11937519487022902, 0.712787156870229, -8.28633194580078, -7.666233715820312, 0.6703764648437499)
11:07:41.590 (-0.2280918901984733, -0.16307504299236644, 0.7969893032519085, -7.7787611938476555, -7.733271362304687, 0.9002198242187499)
11:07:41.593 (-0.1934517666870229, -0.23102297757251908, 0.9168974230992367, -7.331045483398437, -7.668627917480468, 0.9050082275390624)
11:07:41.597 (-0.1665390553435115, -0.29044411251908403, 1.0416018677404582, -6.864176159667968, -7.445967163085937, 0.9624690673828125)
11:07:41.601 (-0.14762021865648856, -0.32162022367938936, 1.1092833398320612, -5.837063647460937, -7.218518005371093, 1.0031704956054688)
11:07:41.604 (-0.11244717016793894, -0.32508423603053443, 1.1497856380916032, -4.977545251464844, -7.216123803710937, 0.9337386474609375)
11:07:41.608 (-0.10498622048854962, -0.28698010016793896, 1.1012894651755727, -4.283226770019531, -7.129932543945312, 0.8355763793945312)
