scorer,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000,DLC_resnet50_ArchiMar13shuffle1_200000
bodyparts,nose,nose,nose,upper_jaw,upper_jaw,upper_jaw,right_eye,right_eye,right_eye,right_earbase,right_earbase,right_earbase,right_earend,right_earend,right_earend,left_eye,left_eye,left_eye,left_earbase,left_earbase,left_earbase,left_earend,left_earend,left_earend,throat_end,throat_end,throat_end,back_base,back_base,back_base,tail_base,tail_base,tail_base,tail_end,tail_end,tail_end,front_left_thai,front_left_thai,front_left_thai,front_left_knee,front_left_knee,front_left_knee,front_left_paw,front_left_paw,front_left_paw,front_right_thai,front_right_thai,front_right_thai,front_right_knee,front_right_knee,front_right_knee,front_right_paw,front_right_paw,front_right_paw,back_left_thai,back_left_thai,back_left_thai,back_left_knee,back_left_knee,back_left_knee,back_left_paw,back_left_paw,back_left_paw,back_right_thai,back_right_thai,back_right_thai,back_right_knee,back_right_knee,back_right_knee,back_right_paw,back_right_paw,back_right_paw
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,380.812255859375,273.2920837402344,0.9981279969215393,384.3307189941406,305.89849853515625,0.9769542813301086,354.85479736328125,287.8237609863281,0.9924252033233643,317.1851806640625,316.7002258300781,0.8921259045600891,340.5453796386719,349.5769348144531,0.9470788836479187,251.70094299316406,287.0519714355469,0.004948441404849291,290.37396240234375,302.0122985839844,0.1692502498626709,263.6839294433594,343.9490661621094,0.005201994441449642,328.736328125,363.03643798828125,0.06752373278141022,289.0021667480469,350.28985595703125,0.9145933389663696,300.2677917480469,455.3880310058594,0.9798901081085205,305.1388854980469,548.4478759765625,0.22624048590660095,267.48486328125,493.4144592285156,0.12480536848306656,327.81719970703125,580.3171997070312,0.25909554958343506,254.62530517578125,535.4315795898438,0.06619947403669357,253.9855194091797,533.0313110351562,0.145375058054924,261.5819396972656,571.9757690429688,0.08519312739372253,331.4995422363281,627.5128173828125,0.49094969034194946,254.36305236816406,529.1636962890625,0.9108206629753113,265.8047790527344,594.1290283203125,0.9975014328956604,247.0220947265625,628.63720703125,0.9987677335739136,312.5322570800781,527.35595703125,0.9341686964035034,335.8213806152344,592.307373046875,0.9841094613075256,338.4300537109375,628.599609375,0.8295032382011414
1,380.8124694824219,273.298095703125,0.9981258511543274,384.3316345214844,305.89849853515625,0.9769514203071594,354.85504150390625,287.8237609863281,0.9924203753471375,317.1851806640625,316.7002258300781,0.892117440700531,340.54583740234375,349.5769348144531,0.9470390677452087,251.70135498046875,287.0542297363281,0.0049531180411577225,290.3779296875,302.0122985839844,0.16923892498016357,263.6839294433594,343.95526123046875,0.005200081970542669,328.736328125,363.03643798828125,0.06749182194471359,289.0359802246094,350.2951965332031,0.914638102054596,300.2677917480469,455.3880310058594,0.9798877239227295,305.1391906738281,548.4478759765625,0.22612422704696655,267.48486328125,493.4150085449219,0.12483836710453033,327.8180847167969,580.326171875,0.25912004709243774,254.62530517578125,535.4315795898438,0.06619947403669357,253.98736572265625,533.0342407226562,0.14531876146793365,261.5819396972656,571.9757690429688,0.08520529419183731,331.49969482421875,627.5128784179688,0.49092912673950195,254.36305236816406,529.1651611328125,0.9107864499092102,265.8067626953125,594.146728515625,0.9975013136863708,247.0220947265625,628.6382446289062,0.9987677335739136,312.5322570800781,527.3579711914062,0.9341644644737244,335.8213806152344,592.311767578125,0.9841094613075256,338.4300537109375,628.607666015625,0.8295032382011414
2,384.41448974609375,273.298095703125,0.9998041987419128,385.54254150390625,305.89984130859375,0.9910383224487305,356.35186767578125,287.8237609863281,0.9846011400222778,317.1851806640625,316.7002258300781,0.9212459921836853,341.99822998046875,349.5769348144531,0.9962815642356873,251.70135498046875,619.3463134765625,0.00605876836925745,290.3779296875,302.0122985839844,0.044488001614809036,263.6839294433594,343.9608154296875,0.04147767275571823,328.7750244140625,363.03643798828125,0.3047124743461609,289.0359802246094,350.31744384765625,0.9135116934776306,300.2677917480469,455.3880310058594,0.976675808429718,363.7870788574219,548.449462890625,0.9928382039070129,267.48486328125,493.41546630859375,0.1518583595752716,332.5803527832031,580.3313598632812,0.06283501535654068,289.35528564453125,535.4315795898438,0.05184470862150192,253.99790954589844,533.0446166992188,0.027708208188414574,261.5819396972656,571.9757690429688,0.010663618333637714,343.65399169921875,628.757568359375,0.007690248545259237,254.36456298828125,529.1651611328125,0.9741165041923523,265.8067626953125,594.146728515625,0.9932979941368103,247.06336975097656,628.6505737304688,0.9992087483406067,312.5322570800781,527.3579711914062,0.6703692078590393,335.82965087890625,592.311767578125,0.9625785946846008,339.45843505859375,628.607666015625,0.798976480960846
3,384.41448974609375,273.29290771484375,0.9998051524162292,385.54254150390625,305.89849853515625,0.991075873374939,356.35186767578125,287.8157653808594,0.9845629334449768,317.1706237792969,316.67626953125,0.9202185273170471,341.99822998046875,349.54803466796875,0.9961877465248108,251.70094299316406,619.3515014648438,0.006038775201886892,290.37396240234375,301.9971008300781,0.04432156682014465,263.67498779296875,343.9608154296875,0.04119829833507538,328.736328125,363.03643798828125,0.3036156892776489,289.0155944824219,350.2951965332031,0.913257896900177,300.2658386230469,455.3880310058594,0.9766397476196289,363.7870788574219,548.4478759765625,0.9928320646286011,267.4842834472656,493.4150085449219,0.1517476886510849,332.5803527832031,580.326171875,0.06295645982027054,289.35528564453125,535.4315795898438,0.052015166729688644,253.99790954589844,533.0342407226562,0.027847979217767715,261.5799560546875,571.9747924804688,0.01069692149758339,343.65399169921875,628.757568359375,0.007668236270546913,254.36305236816406,529.1651611328125,0.974040687084198,265.8047790527344,594.146728515625,0.9933004379272461,247.0220947265625,628.6505737304688,0.999208390712738,312.5305480957031,527.3571166992188,0.6709691882133484,335.8213806152344,592.307373046875,0.9624846577644348,339.45843505859375,628.607666015625,0.7969768047332764
4,384.41448974609375,273.2920837402344,0.9998037219047546,385.54254150390625,305.8958435058594,0.9910632371902466,356.35186767578125,287.8157043457031,0.9846172332763672,317.15869140625,316.67523193359375,0.9178810715675354,341.99822998046875,349.5241394042969,0.9961628913879395,251.68496704101562,619.3583984375,0.006175221875309944,290.3669128417969,301.99090576171875,0.04394349083304405,263.6746826171875,343.9608154296875,0.04104430601000786,328.67376708984375,363.03643798828125,0.2930801510810852,289.0021667480469,350.28985595703125,0.9091767072677612,300.2624206542969,455.3880310058594,0.9766512513160706,363.7870788574219,548.4472045898438,0.9928036332130432,267.4826965332031,493.4144592285156,0.15170922875404358,332.5803527832031,580.3171997070312,0.06339646130800247,289.35528564453125,535.4315795898438,0.052124716341495514,253.99790954589844,533.0313110351562,0.028305044397711754,261.5668029785156,571.9727783203125,0.010431467555463314,343.65399169921875,628.757568359375,0.0077846599742770195,254.3607635498047,529.1636962890625,0.9740988612174988,265.79400634765625,594.146728515625,0.9932685494422913,247.02047729492188,628.6505737304688,0.9991994500160217,312.52984619140625,527.35595703125,0.6702929735183716,335.8174133300781,592.2959594726562,0.9617859125137329,339.45843505859375,628.607666015625,0.7979172468185425
5,372.21435546875,269.72271728515625,0.9994879961013794,374.5007019042969,301.79913330078125,0.993866503238678,340.7246398925781,283.77569580078125,0.9953228831291199,297.8038024902344,309.85223388671875,0.9885278940200806,325.3723449707031,346.4486999511719,0.9987610578536987,221.1853485107422,634.2778930664062,0.009642013348639011,288.2805480957031,297.7135009765625,0.0562453456223011,263.6746826171875,343.9608154296875,0.07409976422786713,311.7514953613281,364.11285400390625,0.9409567713737488,258.7384033203125,341.5470886230469,0.9390889406204224,255.17294311523438,455.3872375488281,0.9597051739692688,348.8752746582031,425.877685546875,0.76958167552948,228.74778747558594,486.7392883300781,0.18568722903728485,298.7679748535156,580.326171875,0.03969339281320572,235.50741577148438,536.034912109375,0.03780752047896385,275.5628356933594,506.61871337890625,0.023468323051929474,261.5668029785156,538.54833984375,0.06314698606729507,284.4886779785156,554.4105834960938,0.45918649435043335,219.9584197998047,528.6910400390625,0.8789429664611816,240.69393920898438,594.146728515625,0.9970976114273071,226.29580688476562,630.053466796875,0.9982613921165466,285.5147399902344,517.7830810546875,0.9037196040153503,301.4177551269531,585.965087890625,0.9916592240333557,316.3576354980469,628.607666015625,0.6495766639709473
6,372.2081298828125,269.71844482421875,0.9994891881942749,374.5002136230469,301.7861328125,0.9938333034515381,340.724609375,283.77313232421875,0.9953077435493469,297.8017272949219,309.8497009277344,0.9885440468788147,325.37158203125,346.44775390625,0.9987629652023315,221.1853485107422,634.2781372070312,0.009642013348639011,288.2805480957031,297.7112731933594,0.056360721588134766,263.6746826171875,343.9608154296875,0.07412262260913849,311.74847412109375,364.11285400390625,0.940930187702179,258.73760986328125,341.5469970703125,0.9391178488731384,255.1724395751953,455.3861999511719,0.959688663482666,348.861328125,425.877685546875,0.7698383331298828,228.7473907470703,486.7390441894531,0.18564696609973907,298.767822265625,580.3313598632812,0.039697419852018356,235.50726318359375,536.034912109375,0.03780752047896385,275.5633544921875,506.61761474609375,0.023477952927350998,261.5668029785156,538.54833984375,0.06314698606729507,284.4874572753906,554.4102172851562,0.45910465717315674,219.9582977294922,528.6909790039062,0.8789196610450745,240.69393920898438,594.129638671875,0.9970976114273071,226.29580688476562,630.053466796875,0.9982613921165466,285.514404296875,517.7825317382812,0.9037842154502869,301.4176330566406,585.9644775390625,0.9916579127311707,316.3575744628906,628.547607421875,0.6495985388755798
7,367.5075378417969,257.43658447265625,0.9996848106384277,372.11041259765625,291.0370788574219,0.9966211318969727,336.53594970703125,273.22088623046875,0.9914475679397583,296.2210693359375,301.84234619140625,0.9835361242294312,321.7451171875,338.24774169921875,0.9981992840766907,218.2609100341797,634.2793579101562,0.01656978949904442,288.2805480957031,286.42840576171875,0.04802607372403145,325.87042236328125,337.2642822265625,0.049609117209911346,308.48480224609375,364.1141357421875,0.7937159538269043,255.6854248046875,331.2886962890625,0.9582194089889526,226.61793518066406,443.35125732421875,0.9698206186294556,348.861328125,425.877685546875,0.9715526700019836,203.4734649658203,471.50262451171875,0.015176279470324516,228.09307861328125,586.5653076171875,0.011155554093420506,235.50726318359375,536.034912109375,0.8035527467727661,275.5650634765625,495.0877990722656,0.07728032767772675,280.39276123046875,528.15625,0.12290617823600769,284.4874572753906,550.5699462890625,0.4392118752002716,200.05477905273438,520.82861328125,0.9716722965240479,227.16111755371094,584.95263671875,0.9991255402565002,222.25257873535156,630.0549926757812,0.9839527010917664,259.6308898925781,500.38330078125,0.9172292351722717,266.3840026855469,562.1368408203125,0.9231332540512085,273.93206787109375,597.8173828125,0.8143284916877747
