scorer,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000,DLC_resnet50_lumiereMar13shuffle1_200000
bodyparts,nose,nose,nose,upper_jaw,upper_jaw,upper_jaw,right_eye,right_eye,right_eye,right_earbase,right_earbase,right_earbase,right_earend,right_earend,right_earend,left_eye,left_eye,left_eye,left_earbase,left_earbase,left_earbase,left_earend,left_earend,left_earend,throat_end,throat_end,throat_end,back_base,back_base,back_base,tail_base,tail_base,tail_base,tail_end,tail_end,tail_end,front_left_thai,front_left_thai,front_left_thai,front_left_knee,front_left_knee,front_left_knee,front_left_paw,front_left_paw,front_left_paw,front_right_thai,front_right_thai,front_right_thai,front_right_knee,front_right_knee,front_right_knee,front_right_paw,front_right_paw,front_right_paw,back_left_paw,back_left_paw,back_left_paw,back_left_thai,back_left_thai,back_left_thai,back_left_knee,back_left_knee,back_left_knee,back_right_thai,back_right_thai,back_right_thai,back_right_knee,back_right_knee,back_right_knee,back_right_paw,back_right_paw,back_right_paw
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,414.6165771484375,445.19158935546875,0.014936220832169056,332.79937744140625,449.15277099609375,0.022294411435723305,366.655517578125,435.3251953125,0.03485952690243721,377.1556396484375,388.0838317871094,0.007935365661978722,357.0660400390625,548.9129638671875,0.04573977366089821,413.821533203125,441.8767395019531,0.01181076094508171,386.2626647949219,438.2727966308594,0.01079211849719286,377.87713623046875,554.9906616210938,0.027153808623552322,314.1847839355469,443.197509765625,0.0060339430347085,364.26025390625,370.881591796875,0.12475687265396118,382.22503662109375,388.7235412597656,0.4105928838253021,265.81640625,583.947998046875,0.03329373896121979,315.5589904785156,450.186767578125,0.23219682276248932,417.7290954589844,540.771728515625,0.5921328663825989,414.43170166015625,593.244873046875,0.4869515299797058,344.4569091796875,446.46026611328125,0.5103281140327454,351.8521728515625,523.9697875976562,0.05201542377471924,342.2789001464844,561.9613037109375,0.39436718821525574,345.6941833496094,560.952880859375,0.1295456886291504,350.61370849609375,445.35223388671875,0.5370326042175293,354.2357482910156,528.8099365234375,0.96758633852005,314.3546142578125,443.1746520996094,0.2798379957675934,314.0161437988281,485.1695251464844,0.11559983342885971,319.42889404296875,513.6778564453125,0.6901864409446716
1,438.17169189453125,622.511962890625,0.018708640709519386,368.1639709472656,466.6767578125,0.010510478168725967,380.3077087402344,462.7899169921875,0.026239516213536263,413.0870056152344,396.37786865234375,0.018703415989875793,373.6177673339844,548.9129638671875,0.007884930819272995,413.821533203125,460.5151062011719,0.007500106934458017,431.57989501953125,625.0403442382812,0.0024113114923238754,381.5300598144531,579.85546875,0.018382122740149498,330.8648986816406,453.5444030761719,0.020681871101260185,400.1844787597656,389.4971008300781,0.46590954065322876,401.3233337402344,401.81878662109375,0.7683091163635254,290.7171936035156,583.947998046875,0.1320071965456009,326.61419677734375,462.293701171875,0.17928245663642883,438.46209716796875,567.4429321289062,0.3838976323604584,438.51861572265625,618.211669921875,0.7179972529411316,358.0028076171875,471.0537109375,0.014802338555455208,352.3761291503906,538.3484497070312,0.050402700901031494,436.8978576660156,618.4786376953125,0.3706875741481781,345.6941833496094,572.3020629882812,0.8440408706665039,360.4714660644531,465.78057861328125,0.9625545740127563,358.2057189941406,543.4236450195312,0.9696146845817566,414.96746826171875,468.00482177734375,0.18343901634216309,418.6437072753906,547.8143920898438,0.9164988994598389,322.8821105957031,524.9901123046875,0.8808167576789856
2,438.17169189453125,622.511962890625,0.04910276457667351,368.1639709472656,490.1049499511719,0.006045903079211712,380.3077087402344,486.793701171875,0.012620539404451847,413.0870056152344,467.24188232421875,0.017191365361213684,416.59991455078125,548.9129638671875,0.014330326579511166,413.821533203125,487.16912841796875,0.004808962810784578,444.6977844238281,625.0403442382812,0.0039023610297590494,419.85687255859375,579.85546875,0.023948537185788155,331.88714599609375,468.82611083984375,0.0029300719033926725,400.1844787597656,395.3493347167969,0.039440352469682693,402.1181640625,459.7569580078125,0.05774237960577011,306.1643981933594,583.947998046875,0.15756672620773315,327.07342529296875,488.2781677246094,0.14579539000988007,438.46209716796875,584.9578857421875,0.16129973530769348,438.51861572265625,644.0706176757812,0.560018002986908,359.986572265625,471.9422912597656,0.05166326463222504,374.8492126464844,584.6461181640625,0.027035780251026154,436.8978576660156,642.5421752929688,0.9638804197311401,345.6941833496094,574.5125122070312,0.8352292776107788,362.1763610839844,498.5647888183594,0.9482662677764893,376.0251159667969,577.2311401367188,0.993488073348999,414.96746826171875,498.93060302734375,0.9425347447395325,418.9895324707031,588.19482421875,0.2733273208141327,367.01959228515625,608.1417236328125,0.08170148730278015
3,438.17169189453125,622.511962890625,0.06993404030799866,365.1210632324219,524.2540893554688,0.007759694941341877,380.3077087402344,486.793701171875,0.012206567451357841,413.0870056152344,468.5928955078125,0.01163069624453783,414.5543518066406,465.98724365234375,0.059643179178237915,389.786865234375,496.2669677734375,0.018694065511226654,444.6977844238281,625.0403442382812,0.003611980238929391,381.5300598144531,579.85546875,0.03986092656850815,333.1097412109375,486.86932373046875,0.006635484751313925,397.2100830078125,460.1055908203125,0.18029482662677765,402.1181640625,470.72308349609375,0.9913527369499207,416.77716064453125,407.54180908203125,0.9985671043395996,384.689697265625,533.4815673828125,0.0026748015079647303,438.46209716796875,587.46923828125,0.5500290393829346,438.51861572265625,644.0706176757812,0.8749328851699829,360.2817687988281,493.67022705078125,0.012309461832046509,376.33062744140625,584.8810424804688,0.09925342351198196,436.8978576660156,651.780517578125,0.5832203030586243,327.4249572753906,595.4943237304688,0.6598331928253174,362.5857238769531,515.8865966796875,0.9318045973777771,378.08258056640625,607.0317993164062,0.9931291341781616,414.96746826171875,526.2904052734375,0.6996105313301086,418.9895324707031,588.5662841796875,0.5407780408859253,373.8782043457031,608.530029296875,0.06141926720738411
4,433.1087341308594,429.462890625,0.05954945087432861,365.1210632324219,524.2540893554688,0.00865168310701847,380.3077087402344,486.793701171875,0.01307928841561079,394.4888610839844,472.35833740234375,0.3562510013580322,414.5543518066406,461.29339599609375,0.12394676357507706,378.0762939453125,497.1945495605469,0.013034168630838394,444.6977844238281,429.71435546875,0.008206222206354141,377.87713623046875,492.1830139160156,0.017329685389995575,333.1097412109375,493.33355712890625,0.00857803225517273,395.1539306640625,470.9366760253906,0.23329952359199524,402.1181640625,470.72308349609375,0.989283561706543,428.5439758300781,407.54180908203125,0.9989645481109619,400.16082763671875,533.4815673828125,0.009328647516667843,418.20880126953125,595.781494140625,0.11329027265310287,421.5092468261719,644.0706176757812,0.7926461696624756,360.2817687988281,517.2195434570312,0.025286143645644188,376.33062744140625,619.37939453125,0.19727568328380585,373.7960205078125,663.2908325195312,0.5903346538543701,327.4249572753906,598.951904296875,0.816415548324585,362.5857238769531,525.340087890625,0.6332496404647827,379.19573974609375,621.8924560546875,0.9558625817298889,412.2755126953125,526.2904052734375,0.1425519585609436,418.9895324707031,596.2906494140625,0.8794078230857849,383.2456970214844,626.0313110351562,0.14769816398620605
5,430.2406311035156,403.81854248046875,0.0411975271999836,365.1210632324219,498.8216247558594,0.003855837741866708,381.9284362792969,482.75775146484375,0.009193779900670052,394.4355773925781,468.5928955078125,0.21307998895645142,414.5543518066406,459.3906555175781,0.059724967926740646,378.0762939453125,497.1945495605469,0.040778692811727524,430.7503662109375,406.4692687988281,0.0030040075071156025,379.1762390136719,492.1830139160156,0.005585420876741409,332.3397521972656,493.33355712890625,0.02757684886455536,395.1539306640625,470.9366760253906,0.49175703525543213,400.31207275390625,470.47235107421875,0.9975675344467163,428.5439758300781,400.42779541015625,0.997836172580719,400.4438171386719,533.4815673828125,0.027488810941576958,411.2926330566406,595.781494140625,0.3281089961528778,411.13836669921875,651.968017578125,0.30322012305259705,359.986572265625,517.2195434570312,0.03878188878297806,374.8492126464844,619.37939453125,0.048097848892211914,373.7960205078125,663.2908325195312,0.24774356186389923,327.4249572753906,595.4943237304688,0.780829906463623,362.1763610839844,525.340087890625,0.7810052633285522,379.19573974609375,621.8924560546875,0.970612645149231,410.1213073730469,526.2904052734375,0.23732034862041473,413.9626159667969,596.2906494140625,0.7701380848884583,383.2456970214844,629.5670166015625,0.38011255860328674
6,429.5636291503906,403.81854248046875,0.02982926182448864,365.1210632324219,490.1049499511719,0.0032397627364844084,381.9284362792969,482.0223083496094,0.014081886038184166,393.0882568359375,468.5928955078125,0.053761690855026245,408.30889892578125,459.3906555175781,0.051721420139074326,377.2567443847656,496.2669677734375,0.006998136173933744,429.3987121582031,397.633544921875,0.0054726810194551945,339.8617248535156,491.243896484375,0.026150014251470566,332.3397521972656,493.33355712890625,0.0468168631196022,392.5128173828125,470.9366760253906,0.6100242137908936,395.9304504394531,470.47235107421875,0.9898678064346313,428.5439758300781,386.169677734375,0.9962433576583862,400.16082763671875,532.6082153320312,0.016775095835328102,400.2398986816406,595.781494140625,0.1343221217393875,397.3059997558594,645.0958251953125,0.2401280403137207,355.00372314453125,517.2195434570312,0.027177719399333,373.6492919921875,619.37939453125,0.028083013370633125,373.7511291503906,663.2908325195312,0.030560379847884178,327.537353515625,595.4943237304688,0.7752776741981506,362.1763610839844,525.340087890625,0.745153546333313,378.08258056640625,621.8924560546875,0.9911004900932312,402.32073974609375,511.3736877441406,0.13742710649967194,403.2699890136719,596.2906494140625,0.9489964842796326,377.5158386230469,634.7601318359375,0.07707338780164719
7,416.6374206542969,429.462890625,0.020979605615139008,378.08575439453125,493.37945556640625,0.00420268252491951,381.9284362792969,482.0223083496094,0.010613583959639072,382.9921569824219,468.5928955078125,0.04768727719783783,400.8913269042969,419.3732604980469,0.031482379883527756,377.2567443847656,482.2733154296875,0.005270212888717651,417.00469970703125,397.633544921875,0.002096479292958975,339.8617248535156,491.243896484375,0.007216070778667927,333.1097412109375,474.4793395996094,0.035782068967819214,386.9979248046875,433.5329895019531,0.4780951738357544,388.93560791015625,434.6143798828125,0.8939862251281738,419.41168212890625,385.291259765625,0.9846857786178589,400.16082763671875,519.4298095703125,0.020522573962807655,394.9158630371094,578.729248046875,0.2982024550437927,378.08843994140625,634.9266967773438,0.5666524767875671,355.00372314453125,493.9476318359375,0.05859576538205147,369.806396484375,601.563720703125,0.11070302873849869,373.7511291503906,652.3783569335938,0.03778468817472458,327.537353515625,584.6178588867188,0.7875977754592896,359.5574035644531,500.5666198730469,0.29011404514312744,374.896240234375,604.6004638671875,0.9544481039047241,395.32293701171875,509.5482177734375,0.21136030554771423,400.2590026855469,583.0263061523438,0.7935632467269897,377.5158386230469,634.7601318359375,0.04243474081158638
