dist_x_LFPaw_x_LFWrist,dist_x_LFWrist_x_LFElbow,dist_x_LFElbow_x_LRPaw,dist_x_LRPaw_x_LRWrist,dist_x_LRWrist_x_LRElbow,dist_x_LRElbow_x_RFPaw,dist_x_RFPaw_x_RFWrist,dist_x_RFWrist_x_RFElbow,dist_x_RFElbow_x_RBPaw,dist_x_RBPaw_x_RBWrist,dist_x_RBWrist_x_RBElbow,dist_x_RBElbow_x_TailSet,dist_x_TailSet_x_TailTip,dist_x_TailTip_x_LBEar,dist_x_LBEar_x_LREar,dist_x_LREar_x_Nose,dist_x_Nose_x_Chin,dist_x_Chin_x_LTEar,dist_x_LTEar_x_RTEar,dist_x_RTEar_x_LEye,dist_x_LEye_x_REye,dist_x_REye_x_Withers,dist_x_Withers_x_Throat,trial
41.89895026,56.44971908,289.1233811,50.44506032,79.6175658,130.1703795,32.69387811,59.2202899,253.9562582,28.00134163,79.46700149,50.75583393,167.1566946,516.9215042,74.45008571,110.8168673,15.83767667,35.1145856,99.96097709,69.05250816,21.66015866,114.9228296,57.90410799,abandonment
43.16707107,61.40679919,241.3613088,51.81543531,78.27244194,105.0219174,55.13582234,47.59945608,251.2292744,49.69302904,65.93341098,61.59421377,182.4425049,549.4089878,42.33916154,113.4823126,56.82010078,42.54992685,454.7301074,495.6818349,30.43173,165.0870359,87.97259625,abandonment
43.16707107,61.40679919,241.3613088,51.81543531,78.27244194,105.0219174,55.13582234,47.59945608,251.2292744,49.69302904,65.93341098,61.59421377,182.4425049,549.4089878,42.33916154,113.4823126,56.82010078,42.54992685,454.7301074,495.6818349,30.43173,165.0870359,87.97259625,abandonment
42.47105414,54.32447814,233.2969399,54.50178115,77.28711136,112.5401047,44.49611291,56.94468472,279.4440411,65.01560424,66.39254321,65.1616068,186.7442133,543.039867,42.95994439,106.2155546,54.34895524,44.87918112,87.28558188,75.99054961,30.8758235,157.9240487,86.18372037,abandonment
44.36665941,50.74197246,229.9835477,54.6436448,73.70000451,118.0857576,41.8474925,53.28040178,268.010072,62.66088887,69.36803453,59.05275059,181.4458251,534.3461291,41.58705427,102.5554796,54.28147714,41.38859684,131.0075675,168.1703967,30.88290345,156.0706445,82.99298736,abandonment
44.36665941,50.74197246,229.9835477,54.6436448,73.70000451,118.0857576,41.8474925,53.28040178,268.010072,62.66088887,69.36803453,59.05275059,181.4458251,534.3461291,41.58705427,102.5554796,54.28147714,41.38859684,131.0075675,168.1703967,30.88290345,156.0706445,82.99298736,abandonment
47.48379859,69.57161671,250.3170727,55.49471687,73.59079733,134.2761626,44.02986176,54.82150489,285.8843893,55.74849433,78.90227595,68.74445908,181.769099,538.9049971,46.21164138,105.8349049,53.40929087,47.56097698,96.55242371,81.11312854,34.95109079,156.6510078,82.3764635,abandonment
44.63664377,64.25034071,242.3212302,53.78384025,74.3548918,133.8880799,40.72496482,52.8300215,280.8258954,65.00787217,64.93436494,62.61674027,171.9137611,524.4587165,42.92475193,102.0312106,48.2422446,50.18141959,98.66972553,79.43641913,33.86708116,152.2639165,80.01425694,abandonment
44.63664377,64.25034071,242.3212302,53.78384025,74.3548918,133.8880799,40.72496482,52.8300215,280.8258954,65.00787217,64.93436494,62.61674027,171.9137611,524.4587165,42.92475193,102.0312106,48.2422446,50.18141959,98.66972553,79.43641913,33.86708116,152.2639165,80.01425694,abandonment
52.00381612,71.89706201,257.6468458,51.86601587,79.98156326,145.5016576,40.84110249,54.64296675,282.7350455,58.49436469,75.07445217,68.41019449,173.0228832,550.921305,50.87437001,115.1266151,54.73024736,59.30700081,440.5728964,494.6666931,34.88960698,172.2318424,86.64013042,abandonment
52.00381612,71.89706201,257.6468458,51.86601587,79.98156326,145.5016576,40.84110249,54.64296675,282.7350455,58.49436469,75.07445217,68.41019449,173.0228832,550.921305,50.87437001,115.1266151,54.73024736,59.30700081,440.5728964,494.6666931,34.88960698,172.2318424,86.64013042,abandonment
56.87031227,68.5355588,258.8725287,52.43418968,82.39729392,148.1511841,39.78364689,68.1330969,290.6258259,50.75758985,81.1961721,79.50030486,191.5494422,518.7222088,56.85549837,133.0775748,44.58487749,111.7234253,117.2173592,72.58270271,38.8664255,153.6988582,122.3935962,abandonment
53.81600942,72.92075643,262.5649193,55.53907044,83.59994526,147.9369197,33.18853543,77.46459506,295.589518,57.69049111,80.33554712,78.55962642,188.5905073,505.7970602,79.36989545,121.8862567,35.38723912,93.91915404,104.3983786,70.60276287,47.28672156,138.7003079,116.0582962,abandonment
51.66722252,80.51756312,275.7648707,58.65226486,71.99588702,147.3579595,36.93063312,73.46004598,314.8339297,67.11549584,77.65478291,77.82180593,192.2851554,576.0953267,51.99240999,126.5216807,52.05397905,61.889279,89.4289751,91.14544081,33.84261661,171.2650971,96.89450134,abandonment
50.24243943,59.05127138,262.4082542,39.1112525,91.3845346,143.9845847,42.43896499,55.67594641,303.0979304,38.67456274,91.03471328,74.01332472,197.5035176,579.8513745,50.16697037,116.5789835,45.33067875,47.7211809,99.8964025,97.61653385,30.89274329,158.730004,98.02581489,abandonment
47.01334465,69.04999795,246.2085606,35.83661022,80.91020828,128.8355025,36.09519986,52.18126008,270.8183088,46.57989497,79.83066857,48.83376837,173.8738499,488.7162585,36.13038469,108.1186132,42.00191564,76.12155135,83.2237859,49.11242564,30.82814637,139.0267462,93.85072028,abandonment
47.01334465,69.04999795,246.2085606,35.83661022,80.91020828,128.8355025,36.09519986,52.18126008,270.8183088,46.57989497,79.83066857,48.83376837,173.8738499,488.7162585,36.13038469,108.1186132,42.00191564,76.12155135,83.2237859,49.11242564,30.82814637,139.0267462,93.85072028,abandonment
51.56993448,60.27301993,263.5458836,45.2272306,84.10985641,144.4296647,37.28483912,68.59216681,302.375407,36.41688769,81.60155479,78.5069722,203.2754901,534.4916817,52.12273795,122.1859473,41.73750707,105.5911322,108.1374459,67.34487193,36.98289765,143.4991156,119.2728355,abandonment
79.91923019,90.44390573,259.1491327,59.51544748,75.5611352,74.65233737,41.23866358,36.57968866,259.5288678,74.5157347,110.453621,55.26530626,239.6647988,484.8500835,28.0479544,303.5144211,255.6588037,7.194888056,54.70523673,42.44261595,56.9147366,23.43701411,184.6756737,abandonment
148.2981911,105.007029,157.1712283,212.7387925,204.606276,87.19734308,47.72102986,100.4792433,335.5599241,69.45092285,145.5932346,61.09937979,268.4570592,529.4090314,23.37783252,390.7227517,39.00519464,392.1459992,12.89371543,173.9513428,162.603025,31.15775295,364.1294779,abandonment
148.2981911,105.007029,157.1712283,212.7387925,204.606276,87.19734308,47.72102986,100.4792433,335.5599241,69.45092285,145.5932346,61.09937979,268.4570592,529.4090314,23.37783252,390.7227517,39.00519464,392.1459992,12.89371543,173.9513428,162.603025,31.15775295,364.1294779,abandonment
82.2607404,84.89205708,330.9700174,52.32649328,103.6654699,172.1829694,49.41538194,106.5719352,295.3252768,69.20004502,48.57440878,105.0876851,228.7302337,530.8654427,62.52229697,364.9837284,13.29250779,339.9449959,106.867857,82.90991781,31.60075975,85.66881462,69.21658482,abandonment
82.2607404,84.89205708,330.9700174,52.32649328,103.6654699,172.1829694,49.41538194,106.5719352,295.3252768,69.20004502,48.57440878,105.0876851,228.7302337,530.8654427,62.52229697,364.9837284,13.29250779,339.9449959,106.867857,82.90991781,31.60075975,85.66881462,69.21658482,abandonment
48.30162657,68.59248426,193.2872687,47.81791175,82.5314672,191.3882794,37.60331542,59.07280272,238.7599658,76.00454215,65.08622095,32.70231389,132.0008195,399.7514073,55.62875544,110.5605352,38.43313146,91.86130532,85.48992746,54.49325204,21.18788539,127.8141143,100.6023836,abandonment
105.869184,49.85271551,189.6065698,43.03435427,78.94164684,166.4079793,44.50795023,31.42558691,227.1181479,41.95516319,75.68523138,34.13851344,107.972877,393.1251687,38.52908902,112.3060153,40.42503733,85.71318272,70.1817735,70.93329819,24.94792046,122.1435648,93.23158747,abandonment
93.93307609,59.1459548,253.7276579,71.96988668,92.29205722,331.0028305,55.45815429,61.6739891,231.1086154,63.35269258,96.99252911,73.25445414,222.7946417,425.9151785,6.057299644,118.3850318,60.30866264,94.83956063,32.77215678,62.02069523,30.66377153,184.3691366,114.9384747,abandonment
88.5721467,57.65161941,244.1864235,65.66049003,96.39544904,327.2680946,57.09825094,72.25196224,223.3049076,61.28452294,76.32266143,94.24888138,454.2776612,808.5088724,25.49860013,111.1573106,54.91427694,83.71317933,4.148494592,56.16960607,28.90101481,171.4949374,109.0255703,abandonment
88.5721467,57.65161941,244.1864235,65.66049003,96.39544904,327.2680946,57.09825094,72.25196224,223.3049076,61.28452294,76.32266143,94.24888138,454.2776612,808.5088724,25.49860013,111.1573106,54.91427694,83.71317933,4.148494592,56.16960607,28.90101481,171.4949374,109.0255703,abandonment
89.49128723,57.48084705,240.8788155,64.65745732,95.77925951,323.795156,54.35521998,73.85018863,221.1282913,60.00842782,75.46886609,99.41863041,163.4374905,398.6744286,31.13905697,112.6866272,56.04261882,82.638163,94.40242185,72.04811052,29.43347072,170.4733215,105.4555771,abandonment
83.31289264,65.94062973,235.2399185,61.64419222,119.5937031,312.8952079,38.11774607,112.5267376,193.4059754,61.73804167,78.8572022,104.3557434,723.8929628,706.9320738,60.64391335,135.9200854,35.20761184,104.9547527,110.8359877,74.33196956,40.37628502,142.6300279,108.1531889,abandonment
70.99400064,62.56133004,221.7453048,52.40192952,83.63182262,315.34474,43.55002816,62.01612472,206.3763765,45.29084417,80.54622345,99.89902021,6.320874791,366.5905708,71.06678634,111.1935812,31.31381175,95.17203939,107.6165522,61.13529312,35.7375292,148.0461802,109.041053,abandonment
71.06980681,58.70884839,222.5287673,46.87104355,90.08077549,319.3981533,44.28578452,64.94445749,210.1451481,45.35664698,81.60410893,99.98710069,209.8833589,422.9726037,75.43805578,109.5963578,31.66798484,92.01492255,112.0212241,57.89558393,30.26331395,146.8642684,113.5726701,abandonment
71.06980681,58.70884839,222.5287673,46.87104355,90.08077549,319.3981533,44.28578452,64.94445749,210.1451481,45.35664698,81.60410893,99.98710069,209.8833589,422.9726037,75.43805578,109.5963578,31.66798484,92.01492255,112.0212241,57.89558393,30.26331395,146.8642684,113.5726701,abandonment
43.53679512,65.04980255,232.4405993,53.15687551,99.49209988,324.6731369,45.45346265,84.28953394,233.8484758,43.19073568,89.56404802,94.55223958,661.282964,703.945178,31.60618074,109.7388968,33.39606618,45.34706145,262.5113867,295.4554657,41.91672811,163.4959815,105.0054646,abandonment
43.53679512,65.04980255,232.4405993,53.15687551,99.49209988,324.6731369,45.45346265,84.28953394,233.8484758,43.19073568,89.56404802,94.55223958,661.282964,703.945178,31.60618074,109.7388968,33.39606618,45.34706145,262.5113867,295.4554657,41.91672811,163.4959815,105.0054646,abandonment
44.67436962,65.63685658,243.0549629,54.32760146,95.94904374,326.3219461,47.0345677,80.15803623,239.7252221,45.57795453,90.58318561,97.71454847,219.6415577,519.8772528,73.8560313,118.3167418,11.59164741,14.83095788,318.9112336,335.5894165,19.55102946,146.3128619,102.7154244,abandonment
77.83261277,73.68823306,243.3459265,58.48074544,101.4215371,353.0633127,46.1325522,140.8859301,225.685585,49.87899634,94.82950766,107.2139755,719.7025262,694.5932151,11.69053845,155.3942929,18.7273466,115.8182199,129.9532241,112.9676303,45.93027201,125.4010929,148.3735993,abandonment
100.5778192,65.07688943,174.5930111,276.0644738,165.9811674,452.8559726,233.3518433,140.4267674,269.3253151,91.87905324,133.1120975,321.9977433,201.7112254,105.7186635,115.0771741,299.8606888,36.57510295,268.4535201,13.74713421,39.92728998,184.6442502,323.5895897,199.1505123,abandonment
474.1696478,395.180562,420.1249994,833.0114966,518.4387878,1099.367098,155.0888277,794.8988922,374.5787774,979.4088769,972.3125043,548.4989882,836.6805979,1361.994137,426.0151014,630.8556459,52.55453867,582.2730145,506.0606139,307.4143751,153.2539395,459.5841676,224.2398811,abandonment
62.49630026,165.5575883,261.7555311,252.3226666,99.3526017,117.8145333,64.97012617,68.07274343,132.0896865,255.7773686,71.52741906,243.799345,227.3364303,366.7986822,176.4127546,219.4860891,186.2789423,201.0139078,194.8988513,127.2497255,56.66718493,261.1122296,134.7042555,abandonment
62.49630026,165.5575883,261.7555311,252.3226666,99.3526017,117.8145333,64.97012617,68.07274343,132.0896865,255.7773686,71.52741906,243.799345,227.3364303,366.7986822,176.4127546,219.4860891,186.2789423,201.0139078,194.8988513,127.2497255,56.66718493,261.1122296,134.7042555,abandonment
88.74482155,83.84440721,339.877523,105.8445959,113.2618069,409.3576194,66.91394099,99.22007301,217.0132397,58.93519484,81.70888514,129.0878583,266.464958,472.3299306,96.34246933,222.3729975,70.07379127,140.3726805,166.1949412,73.53639963,60.69850532,278.8999551,166.7398999,abandonment
208.7283221,175.5955559,764.267684,223.8343138,193.3910416,954.6252281,143.0138438,244.844538,465.8670939,132.8354801,184.0322989,337.2114714,677.316501,1384.641955,213.3514277,505.8120205,149.3101709,340.5988792,224.1185774,55.85050503,140.2904001,667.2874658,382.9180799,abandonment
78.26985844,66.43535224,283.9739879,91.69676454,36.93329972,345.3504636,53.90055365,79.6453246,325.7870934,117.8611517,78.88058289,117.4294071,220.0779098,463.2192957,70.36024666,172.7695347,65.68952443,97.61738708,88.69173248,25.7585727,45.2347409,249.7432406,132.6868992,abandonment
59.7603627,80.327388,313.3446851,69.83631268,163.4845037,89.13711424,107.6197073,75.73593342,344.7226144,76.52955624,154.4458949,68.87243297,227.8911029,516.1087712,61.09343904,143.9764501,435.2397622,424.3896969,89.07325669,120.0577959,41.15401544,144.6264047,53.79133399,abandonment
65.15763956,94.67614881,380.6005475,221.0534819,213.3884226,83.05482105,93.34780627,186.1076006,139.8674395,71.38618353,186.0445108,106.5687542,345.6282622,642.922595,67.74955308,156.776528,285.2262678,198.214211,1.906841255,57.45061062,121.1552933,198.7275976,175.4335175,abandonment
65.15763956,94.67614881,380.6005475,221.0534819,213.3884226,83.05482105,93.34780627,186.1076006,139.8674395,71.38618353,186.0445108,106.5687542,345.6282622,642.922595,67.74955308,156.776528,285.2262678,198.214211,1.906841255,57.45061062,121.1552933,198.7275976,175.4335175,abandonment
53.778262,123.159488,292.8325209,60.20933489,119.3374224,130.0686291,55.68661119,88.30752902,356.2937165,63.30490775,144.1249127,44.61425589,229.7227854,538.2277765,52.69168911,128.5066233,49.62041439,102.6250692,7.264487744,59.78569137,27.62978408,149.8277096,108.4511602,abandonment
48.82006662,102.7912074,260.3848091,55.40419503,89.68708797,132.5726134,50.17864603,56.73646616,302.5741177,58.73614517,87.01378785,92.43569383,256.9116754,586.7372028,35.52518907,123.0140097,35.94488333,72.58989221,2.884866689,49.50385168,21.77103357,146.2646484,94.88860547,abandonment
67.69937902,83.81478889,150.8403906,298.8682257,86.30933527,160.8895917,59.96743977,63.44201031,129.3150227,56.68630712,90.33866225,248.2291871,86.7226728,72.8806121,116.9974418,141.2399981,32.23553093,118.7106326,148.6371792,112.3493127,39.06274075,79.19583926,95.42335493,frustration
55.716009,67.16136809,50.17768045,151.4153331,76.49375868,141.6152129,46.16513285,57.38174379,112.830264,49.59707263,75.79083125,213.1857708,303.8701275,299.0531675,99.94770867,123.4732384,18.76942991,117.849134,128.4092983,89.33543528,37.07211326,47.18062011,85.31694172,frustration
54.34793135,70.98712717,51.06862018,152.2286932,74.2752028,157.4226504,45.45255104,58.15540165,112.1038049,46.00753887,77.62753007,224.7635867,319.3839273,318.1478825,99.56111768,123.8756639,16.05846653,123.04551,138.6191696,90.75439248,35.33028369,45.83433091,81.93578303,frustration
9.279151148,12.98412519,9.179351869,27.73585792,14.31845926,26.6199223,8.256087144,10.74911077,20.12260148,8.453149803,14.0340416,38.68041997,165.1545635,165.0472982,18.00582073,23.21094188,2.612998218,21.76778606,24.34869121,16.19504329,6.375863384,135.2947301,121.3651105,frustration
9.279151148,12.98412519,9.179351869,27.73585792,14.31845926,26.6199223,8.256087144,10.74911077,20.12260148,8.453149803,14.0340416,38.68041997,165.1545635,165.0472982,18.00582073,23.21094188,2.612998218,21.76778606,24.34869121,16.19504329,6.375863384,135.2947301,121.3651105,frustration
12.76380484,17.76305289,12.65861707,39.57664199,6.75372295,57.95224441,12.0263251,12.45939743,26.18121345,11.32951754,20.68040813,126.6133177,134.5498134,29.09418265,22.72613682,31.06046013,3.652760302,30.03175465,31.89516631,20.76205709,7.63339031,10.45647531,19.61480697,frustration
304.350627,518.5150713,819.6280235,1729.167567,594.2212997,1101.558482,342.6048044,497.2913158,435.8053892,228.3996954,308.1103556,1774.584196,8028.915116,7874.679317,699.1775296,976.2598646,162.7001128,852.498642,979.0417436,731.4445974,253.4692921,728.4234619,1481.613595,frustration
107.3820391,152.2290174,265.4918832,531.054535,1389.627571,1055.658973,93.5990984,153.120517,137.3434369,80.39252734,1239.071211,130.1528661,100.3168609,1388.99356,255.9761527,329.4110116,45.44805427,305.3247562,342.6535459,225.9513503,102.3395174,1374.690599,1201.548819,frustration
107.3820391,152.2290174,265.4918832,531.054535,1389.627571,1055.658973,93.5990984,153.120517,137.3434369,80.39252734,1239.071211,130.1528661,100.3168609,1388.99356,255.9761527,329.4110116,45.44805427,305.3247562,342.6535459,225.9513503,102.3395174,1374.690599,1201.548819,frustration
13.63882658,18.9537933,33.03391307,65.80873211,44.51082779,83.84098126,11.56614074,19.23556697,17.22360326,9.572670126,12.08647322,161.4034811,7.725215824,177.8224795,31.8432372,40.4316239,5.70114681,38.1013411,42.78477071,28.63526466,13.11053975,24.23218809,19.13577144,frustration
14.20842665,17.79889564,32.44470182,71.68650358,14.1521911,71.27675504,11.00030084,16.52971204,14.26360317,8.343830691,10.20648617,142.2852215,97.72176416,85.74443001,25.61813993,34.05696205,3.438329697,32.5886655,37.22721956,25.63551672,10.5928225,18.65224598,14.61263365,frustration
9355.262059,11627.44253,21100.24017,78950.27146,114254.4777,28086.32919,8137.670638,13251.62279,11423.87332,5945.32552,7735.584708,41325.79287,145531.6177,144747.4808,18760.42078,24666.8963,3873.205835,23630.48453,28432.10562,20987.98976,8418.642868,19190.57438,37577.04474,frustration
9355.262059,11627.44253,21100.24017,78950.27146,114254.4777,28086.32919,8137.670638,13251.62279,11423.87332,5945.32552,7735.584708,41325.79287,145531.6177,144747.4808,18760.42078,24666.8963,3873.205835,23630.48453,28432.10562,20987.98976,8418.642868,19190.57438,37577.04474,frustration
13.60940729,20.14808309,20.49715927,37.43308917,23.3168309,35.41547251,12.58808463,18.80327431,16.06609866,9.69070754,10.9445027,158.8780936,332.81938,322.2168269,27.98076893,38.76330464,4.931538019,39.43227638,42.40411045,30.2311122,13.08958905,13.71196391,24.84595238,frustration
56.51908644,75.7411435,59.28836694,1032.071172,920.1151624,430.0511558,42.58962146,85.18405595,68.94700406,39.7137431,47.32999278,214.9382197,1248.432819,1251.771395,113.3415623,159.5433939,12.98978685,144.3817931,162.956477,111.5405124,43.99314849,60.65298406,99.90585744,frustration
56.51908644,75.7411435,59.28836694,1032.071172,920.1151624,430.0511558,42.58962146,85.18405595,68.94700406,39.7137431,47.32999278,214.9382197,1248.432819,1251.771395,113.3415623,159.5433939,12.98978685,144.3817931,162.956477,111.5405124,43.99314849,60.65298406,99.90585744,frustration
41.59610423,74.17820764,119.3416843,227.8148066,714.638076,554.4394728,37.5390111,74.33457121,60.65917711,27.83417712,47.48217761,190.8851604,274.9718905,285.3993708,97.59638249,135.1932781,24.07289314,128.7319789,130.2104194,94.08204303,38.47417705,83.55913809,100.4287641,frustration
56.75097417,73.60397146,129.4067205,257.191693,65.24813421,278.9406536,41.24729482,89.08283251,72.45299277,34.44496153,46.26621055,229.924301,754.3014783,776.5010223,110.0917563,151.8500771,29.2552395,151.7929581,168.3141421,110.6197988,54.8665931,85.33484887,81.26812665,frustration
37.29571824,69.93521557,571.0275095,670.2155996,384.8460702,483.1443194,32.3095849,69.87753802,53.53577043,25.01754716,37.74469302,196.4473639,3.578712623,3.597847179,86.39991183,124.9310327,27.96292219,110.1934489,112.9900975,97.1698838,37.33549907,75.49611137,108.2741183,frustration
37.8569249,44.95715634,85.34278557,205.4149285,29.61185349,183.0967636,45.77896213,48.86496415,53.70246228,30.2585748,36.09538715,175.9438898,218.9749087,224.2915629,99.45591039,129.087558,23.61044089,113.854991,128.2784053,81.34111025,37.2807083,75.14742765,46.55618795,frustration
37.8569249,44.95715634,85.34278557,205.4149285,29.61185349,183.0967636,45.77896213,48.86496415,53.70246228,30.2585748,36.09538715,175.9438898,218.9749087,224.2915629,99.45591039,129.087558,23.61044089,113.854991,128.2784053,81.34111025,37.2807083,75.14742765,46.55618795,frustration
64.34712154,102.0203953,53.47147201,226.760184,9.317363663,352.823263,53.43732223,72.50761764,135.0357729,43.45172976,97.11702153,286.2555887,114.9453577,103.4327839,92.87851231,134.1439038,25.97894952,128.4036947,164.6383742,128.1398793,49.86903633,97.09131987,105.942196,frustration
64.34712154,102.0203953,53.47147201,226.760184,9.317363663,352.823263,53.43732223,72.50761764,135.0357729,43.45172976,97.11702153,286.2555887,114.9453577,103.4327839,92.87851231,134.1439038,25.97894952,128.4036947,164.6383742,128.1398793,49.86903633,97.09131987,105.942196,frustration
16.14764649,27.48057182,44.47513125,93.64928755,10.44009744,86.56999866,18.25573327,22.95776574,42.7373456,14.40193157,28.27210184,191.4390554,144.6433744,29.62282988,31.93887945,46.76493537,14.85504233,30.90082124,41.84661608,40.16923462,11.35470385,23.5968697,43.16790301,frustration
16.14764649,27.48057182,44.47513125,93.64928755,10.44009744,86.56999866,18.25573327,22.95776574,42.7373456,14.40193157,28.27210184,191.4390554,144.6433744,29.62282988,31.93887945,46.76493537,14.85504233,30.90082124,41.84661608,40.16923462,11.35470385,23.5968697,43.16790301,frustration
59.92011745,95.21786417,40.86709871,187.4606476,70.47707144,346.7186058,61.73175407,73.34452611,140.1997249,49.56812542,94.50639322,281.4948176,120.6684561,108.0103452,88.57530751,132.469112,31.18225577,110.9996367,140.9787584,123.5753394,37.38239014,64.04496977,70.67636153,frustration
53.14127288,91.22730115,52.36957224,61.54324724,284.7337089,357.2552256,66.36811312,69.74664082,143.1175451,50.09698244,100.0196054,300.3165928,134.1403145,128.6699014,122.797968,171.8949711,51.95556151,114.7398955,164.7185467,152.6158927,42.91582095,69.31225108,100.4633735,frustration
75.51862601,116.3846972,54.29875864,320.6048628,35.94364835,476.4046097,71.68459864,90.2165325,167.8256939,57.52017584,112.4520358,331.023837,125.0281342,109.8915877,102.9561494,153.6438808,24.32149966,125.7481694,163.3303826,124.8875351,54.86370942,103.6873844,126.160442,frustration
54.92713274,89.59768305,40.96453645,64.33382737,226.9085046,278.6978321,56.91881625,75.36223541,135.12243,43.57879957,92.36950319,265.6540859,121.2774122,109.48504,93.76689784,128.038254,25.01682624,107.0386861,141.3240338,116.8273992,38.00839378,62.06243396,61.78332885,frustration
68.30986729,100.1927121,47.32040575,225.7914382,30.53189428,364.8194383,63.36717258,77.72097187,150.3734733,55.19022937,99.44528622,291.5722121,939.1547099,927.3291484,84.93301624,140.8285708,25.64501123,131.7365148,148.0345478,113.1082056,47.89000618,46.84478162,122.626994,frustration
68.30986729,100.1927121,47.32040575,225.7914382,30.53189428,364.8194383,63.36717258,77.72097187,150.3734733,55.19022937,99.44528622,291.5722121,939.1547099,927.3291484,84.93301624,140.8285708,25.64501123,131.7365148,148.0345478,113.1082056,47.89000618,46.84478162,122.626994,frustration
52.39532504,69.84900936,585.7704362,729.0600976,41.04193528,278.7661404,54.27048938,64.44508214,123.9920374,39.92006003,79.91415052,225.3766107,123.0731304,115.4089326,99.37763971,135.139217,19.62134284,123.1029308,138.2408252,100.4541807,44.69687604,52.53146485,88.18588854,frustration
52.39532504,69.84900936,585.7704362,729.0600976,41.04193528,278.7661404,54.27048938,64.44508214,123.9920374,39.92006003,79.91415052,225.3766107,123.0731304,115.4089326,99.37763971,135.139217,19.62134284,123.1029308,138.2408252,100.4541807,44.69687604,52.53146485,88.18588854,frustration
47.99450564,78.220191,39.91942174,199.0530466,165.0405773,169.8286835,46.88147479,58.2958213,111.0930982,41.27083363,112.2091274,194.6701251,604.9934126,608.4818322,105.2778054,134.3705733,24.04685583,118.3211699,130.2923786,94.39319255,42.83757884,63.71002101,71.14229317,frustration
